speed,taste,service,label
-0.1752946869441321,0.9851567860274905,0.28959546424933325,G
0.7956356644735982,0.5401651065251946,0.554798365554408,G
0.07692465801245876,0.1221906160272573,0.9485830127669947,G
-0.12786699969201132,0.4943158984212598,0.2014236950428363,G
0.5124852776662471,0.9851567860274905,0.3712501401044487,G
0.4667816211451685,0.9148049129720718,0.9851567860274905,G
0.4081367960826879,0.703112545829127,0.04194650306487582,G
0.42924037191780073,0.4500895838812652,0.05357150577818595,G
0.17286136690888235,0.7000959878145522,0.14394916577532094,G
0.14427482094055988,0.36250991257594994,0.2991125323362156,G
0.6508091265609546,0.7417512350679272,0.4944093422674234,G
0.7816933244634692,0.5730435973966842,0.7479952992125108,G
0.26636798930119077,0.5731009746985406,0.008296370772008385,G
0.2359277835103876,0.8158439705769588,0.23528091280223426,G
0.19412448283022748,0.8504586671509509,0.9851567860274905,G
0.2056352761978454,0.7281145655558814,0.9851567860274905,G
-0.019579938063771007,0.9851567860274905,0.6846568680253404,G
-0.08938156990282196,0.7314571913317003,0.18395632406927148,G
0.12936641624436448,0.7595786849839817,0.11854844310797522,G
0.09739125122779145,0.8573940873895926,0.9625496350755304,G
-0.184784709832755,0.38662650344707344,0.4332767390957314,G
0.5432575877163431,0.9851567860274905,0.750073562997604,G
0.23146932254721128,0.7080895031013419,0.008711714948652893,G
-0.06734633446003019,0.926734703925858,0.1460367395471141,G
-0.12502862100071566,0.7190969233566556,-0.025112586267688974,G
0.3549947729645534,0.2789114847216696,0.7252627026907961,G
0.32253963588721246,0.9851567860274905,0.6801583829913831,G
-0.24025807991911524,0.6715842434273783,0.9583050450764409,G
0.15917814456098167,0.6693360933846885,0.9851567860274905,G
0.37499530772078377,0.7541758706374375,0.113974361075864,G
0.028999032773301014,0.5880344200456504,0.18106691663770136,G
0.13351926909611117,0.6766591331800009,0.1038548618536574,G
0.17425567979022366,0.7454377180343876,0.2552386079027224,G
0.6697130472620825,-0.049154425028280935,0.9851567860274905,G
0.3896400227795926,0.6472474370850658,0.29877163087373093,G
0.2554245608995005,0.7100388256875575,0.03574142699639584,G
0.12738108558646563,0.8504882927796015,0.20456119378500595,G
0.5400152416699081,0.886169722237671,0.9894945313452999,G
0.04731843078138977,0.3519492092518869,0.631846711608723,G
0.0981984233782638,0.7761018981334389,0.9851567860274905,G
0.2588764492813578,0.7682240204448885,0.18760169938381938,G
-0.34860983966616166,0.7404388794719938,0.4077146460052056,G
0.5042160352530005,0.7971680634766518,0.9851567385274905,G
0.6065915488466969,0.5124146549200199,0.2655874850748854,G
0.1727839597782259,0.9851567860274905,0.3428577247907514,G
-0.04457890183523613,0.2853821349798931,0.8491050128059512,G
0.10593044477865732,0.878015009008048,0.9851567860274905,G
-0.17786095561412318,0.7512966627947534,0.40996003127593517,G
-0.4184872304016244,0.5276456082670188,0.547750322255264,G
0.39299403312460257,0.8944942889253661,0.2947901784615511,G
0.701148167887497,0.6463664213208925,0.501084078179535,G
0.20097835798728186,0.47027076646329236,0.17800277219473587,G
0.7026893580429453,0.37615190724932024,0.5486860770282518,G
0.6785947592343431,0.4050892202296684,0.4708877723436238,G
0.00021139764422374238,0.5424885482121414,0.02136738940196227,G
0.6580995718558216,0.4839581695883381,0.7536748877304559,G
0.35843996035843795,0.8359812056695449,0.9851567860274905,G
0.22839149270224068,0.7504294183128175,0.9851567860274905,G
0.4893979221687154,0.8321980656304048,0.3486645114384135,G
0.0846211212812729,0.9851567860274905,0.3937237974407402,G
-0.21182820283727122,0.9851567860274905,0.23833038180638735,G
0.16598541594705918,0.9851567860274905,0.9851567860274905,G
0.3408941388750237,0.5345095877945943,0.9851567860274905,G
0.20696092003198205,0.7480707432132686,0.9851567860274905,G
0.1073171161240833,0.9851567860274905,0.7865891163460006,G
-0.4525312664441083,0.8361255075299249,0.16204040130655967,G
0.9198394691937215,0.11934313292601029,0.9742130092840661,G
0.32599862119574863,0.3484898635426865,0.652358051996468,G
0.37281038918473364,0.7814170611512478,0.056934275677147816,G
0.715592034138671,0.7584593489095337,0.8602833458867298,G
0.23604492249085693,0.23448278374217357,0.545590789806674,G
0.22042837376765956,0.948865021095359,0.29208126590409,G
0.5823885092022776,0.7124550988622552,0.6319143776189808,G
0.478614183213246,0.3418015444824598,0.49360741687217724,G
0.09276770218267572,0.4987405510089076,-0.0031073706758213554,G
0.2718709565011241,0.5431709062001154,0.1570764985590024,G
0.3122104862042774,0.4366346618608706,0.9851567860274905,G
0.43602634374938104,0.33686499092449074,0.08350800161790572,G
-0.05095032429116987,0.9851567860274905,0.5906351353773428,G
0.6008063847691483,0.9851567860274905,0.9851567860274905,G
0.5415733913001808,0.27587792573414355,0.6766399007830007,G
0.17110034491529733,0.6732344222560757,0.21216036055342263,G
-0.0643434879100092,0.9851567860274905,0.710034219096107,G
0.604835736438901,0.9503577779557254,0.8168476012030508,G
-0.03359046292700038,0.9851567860274905,0.44120042201696663,G
-0.014981235964811122,0.9851567860274905,0.9647948780042499,G
